Tour_ID,country,continent,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_id2ficdrxu,Kenya,Africa,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idalt6q7zb,Netherlands,Europe,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,Others,Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Normal Cost
tour_iduoas9cg2,United Kingdom,Europe,45-64,Alone,0,1,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,40,0,No,Normal Cost
tour_idvpp7erzo,Zambia,Africa,45-64,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idquusy11s,United Kingdom,Europe,18-24,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,No,Normal Cost
tour_id3vh198s4,Zimbabwe,Africa,45-64,Alone,0,1,Other,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idgirpr2or,Singapore,Asia,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,Higher Cost
tour_idv01e6g07,United States of America,North America,45-64,Friends/Relatives,2,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
tour_id1ql3citz,Netherlands,Europe,45-64,Spouse and Children,2,3,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,22,6,Yes,Normal Cost
tour_idc7uzqx06,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Conference Tourism,Others,Package Tour,Yes,Yes,Yes,No,Yes,No,No,15,4,Yes,Higher Cost
tour_idk3cgf212,India,Asia,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,Yes,Normal Cost
tour_idw8w2x44q,Italy,Europe,18-24,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,14,Yes,High Cost
tour_idwqcyqvsd,United States of America,North America,25-44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,High Cost
tour_idybr38m5s,Zimbabwe,Africa,25-44,Alone,0,1,Business,Mountain Climbing,Trade fair,Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id8q3yw7q3,Australia,Australia,45-64,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idbqhwrnak,Norway,Europe,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost
tour_iddc3irpz3,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,0,Yes,Higher Cost
tour_idg800tprj,India,Asia,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idukb3jmcq,Kenya,Africa,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,0,4,No,Normal Cost
tour_idsw9felbq,Rwanda,Africa,45-64,Friends/Relatives,3,17,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,6,0,No,Lower Cost
tour_id43im2dao,Israel,Asia,25-44,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Higher Cost
tour_idbz8m9fvh,Zimbabwe,Africa,25-44,Alone,0,1,Business,Bird Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idg9oa17va,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,9,0,Yes,Normal Cost
tour_id7v8ge117,Rwanda,Africa,18-24,Friends/Relatives,0,2,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idqccv7w1a,Russia,Asia,25-44,Friends/Relatives,2,2,Leisure and Holidays,Bird Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,No,Yes,4,0,Yes,Normal Cost
tour_id7cxsptp1,Austria,Europe,25-44,Spouse,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,No,Yes,No,No,16,14,Yes,Higher Cost
tour_idmy3cvjbk,Brazil,South America,45-64,Friends/Relatives,2,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,3,0,Yes,Highest Cost
tour_id84355lp7,Spain,Europe,45-64,Friends/Relatives,2,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,6,Yes,Normal Cost
tour_idk73qkh8m,India,Asia,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,2,2,Yes,High Cost
tour_id0975j64c,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,5,Yes,Higher Cost
tour_idwtny0ps1,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,14,0,Yes,Normal Cost
tour_iddq8fikpd,India,Asia,25-44,Spouse and Children,0,25,Meetings and Conference,Mountain Climbing,Trade fair,Package Tour,Yes,Yes,Yes,Yes,No,No,No,3,0,No,Highest Cost
tour_idqub7znuf,Burundi,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idny6vce8h,Singapore,Asia,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,4,Yes,Higher Cost
tour_id2vyhodjy,Zambia,Africa,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,No,Normal Cost
tour_id2xz5zwr8,United States of America,North America,45-64,Alone,0,1,Scientific and Academic,Conference Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,4,0,No,Lower Cost
tour_id9u6jkpps,Italy,Europe,25-44,Alone,1,1,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
tour_idn4jw0bss,South Africa,Africa,45-64,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,0,No,Normal Cost
tour_idw32cha5a,United States of America,North America,65+,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
tour_idjvhqgi3v,France,Europe,25-44,Spouse and Children,3,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,Yes,4,3,Yes,Higher Cost
tour_id3rnfe7nn,Kenya,Africa,45-64,Alone,0,1,Volunteering,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,5,0,No,Normal Cost
tour_idb1n2jktt,Mozambique,Africa,25-44,Friends/Relatives,2,2,Other,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idcezksngl,United States of America,North America,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,3,Yes,Low Cost
tour_idr5ts1v72,United States of America,North America,45-64,Alone,0,1,Business,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_id9vgt3ido,South Africa,Africa,25-44,Alone,1,0,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,20,0,Yes,High Cost
tour_id3jadnlet,United States of America,North America,45-64,Spouse,1,1,Visiting Friends and Relatives,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,6,0,Yes,Normal Cost
tour_idr55ml5zd,Kenya,Africa,45-64,With children,2,1,Visiting Friends and Relatives,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,5,0,No,Low Cost
tour_idgjadltlc,Italy,Europe,18-24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,20,0,No,Normal Cost
tour_idpsju3dc2,Germany,Europe,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,7,6,Yes,Normal Cost
tour_iddg4g9pop,Mozambique,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,21,0,No,Lower Cost
tour_id7lu6fa2j,United Kingdom,Europe,65+,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,0,6,No,Low Cost
tour_id1q4rk1lc,Germany,Europe,45-64,Spouse and Children,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,0,18,Yes,Higher Cost
tour_idoel9wrlo,Kenya,Africa,45-64,Alone,0,1,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_id5dsbxdm1,South Africa,Africa,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,No,No,12,0,Yes,High Cost
tour_idp69khjl0,Zambia,Africa,25-44,Alone,1,0,Business,Conference Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,25,0,No,Normal Cost
tour_idju5smqqy,Zambia,Africa,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,9,0,No,Low Cost
tour_idrfysxvo9,Uganda,Africa,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,10,0,Yes,Lower Cost
tour_idoy0b0ovp,Canada,North America,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,12,0,Yes,Normal Cost
tour_idrmtj9jmn,Zambia,Africa,65+,Alone,0,1,Visiting Friends and Relatives,Wildlife Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,5,0,No,Lower Cost
tour_idjmpci4i3,Australia,Australia,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,23,0,Yes,Highest Cost
tour_idjvja7ndn,United States of America,North America,65+,Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,3,Yes,Higher Cost
tour_id2r4a6wnv,United States of America,North America,25-44,Alone,1,0,Visiting Friends and Relatives,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,6,0,No,Low Cost
tour_idy7v0depu,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,2,3,Yes,Normal Cost
tour_idddg71zys,Rwanda,Africa,18-24,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_idfkdb2s9f,Germany,Europe,45-64,Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,10,Yes,High Cost
tour_id3i4bzxnm,Netherlands,Europe,45-64,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idb1lw8og1,Rwanda,Africa,25-44,Alone,1,0,Meetings and Conference,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
tour_id0af7kmzz,Zambia,Africa,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_idaynrhc3m,Kenya,Africa,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,12,0,No,Normal Cost
tour_idvrg0vscu,Uganda,Africa,45-64,Alone,0,1,Other,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_id4mxutcgj,United States of America,North America,65+,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19,0,Yes,Higher Cost
tour_idiuggmo35,South Africa,Africa,25-44,Alone,1,0,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
tour_id9xgcrrg3,United Kingdom,Europe,45-64,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,25,No,Normal Cost
tour_idbztxsyg4,France,Europe,25-44,Spouse and Children,2,4,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,0,12,Yes,Higher Cost
tour_idxat4aetq,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,8,Yes,High Cost
tour_id5z5zy0qd,Zambia,Africa,25-44,Spouse,1,1,Business,Wildlife Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_id4298gzjx,France,Europe,25-44,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,0,Yes,Low Cost
tour_idrb3nr37u,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,14,No,High Cost
tour_idhmy3t5hq,Finland,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,8,Yes,Higher Cost
tour_idwqgqz0ut,Italy,Europe,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,5,5,Yes,Normal Cost
tour_idzrnj2hbw,United Kingdom,Europe,18-24,Friends/Relatives,1,1,Leisure and Holidays,Conference Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,0,Yes,High Cost
tour_idc0zua3tb,United Kingdom,Europe,25-44,Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,Others,Independent Tour,No,No,No,No,No,No,No,14,7,Yes,Higher Cost
tour_id5z0qcdiw,Switzerland,Europe,45-64,Friends/Relatives,4,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost
tour_id74w2pn7m,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_idgtg6gdm0,Zambia,Africa,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Package Tour,No,No,No,No,No,No,No,6,0,No,Normal Cost
tour_idw08t62kn,United States of America,North America,25-44,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,2,Yes,Normal Cost
tour_idffxyu0ty,Kenya,Africa,25-44,Alone,0,1,Meetings and Conference,Hunting Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,1,0,No,Low Cost
tour_idydkmby49,United States of America,North America,25-44,Alone,1,0,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,25,0,No,Lower Cost
tour_id1vvlrfwj,Uganda,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,No,Lower Cost
tour_ida2t2p3y1,South Africa,Africa,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,Trade fair,Independent Tour,No,No,No,No,No,No,No,6,0,No,Lower Cost
tour_id44i8e03l,United Kingdom,Europe,45-64,Spouse and Children,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idccmx5sls,Singapore,Asia,45-64,Alone,0,1,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,4,Yes,Higher Cost
tour_idi3beuik5,Kenya,Africa,45-64,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_id7cnar5p3,Australia,Australia,45-64,Spouse,1,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,14,Yes,Normal Cost
tour_id468wzaq3,South Africa,Africa,45-64,Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost
tour_idvk2e8euy,South Africa,Africa,18-24,Friends/Relatives,1,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,0,Yes,Lower Cost
tour_idutc3ks2s,South Africa,Africa,25-44,Alone,0,1,Business,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Low Cost
tour_idph1qzmt9,Italy,Europe,45-64,Friends/Relatives,1,0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,9,0,No,High Cost
tour_ide5izfd5u,Italy,Europe,25-44,Alone,0,1,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,20,0,Yes,Low Cost
tour_idcrnz47cf,United States of America,North America,25-44,Friends/Relatives,4,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,8,0,Yes,Lower Cost
tour_idi6lnxuio,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost
tour_idqcc1j0f9,South Africa,Africa,25-44,Alone,1,0,Business,Hunting Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,30,0,No,Low Cost
tour_idq7bl0s80,Saud Arabia,Asia,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,4,0,Yes,Normal Cost
tour_id2ujciv9g,Germany,Europe,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,Yes,No,7,0,Yes,High Cost
tour_idazh9ekcm,France,Europe,45-64,With children,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,1,7,Yes,Higher Cost
tour_idsp6zreul,Canada,North America,18-24,Alone,1,0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,6,7,Yes,Lower Cost
tour_idy480i4zy,Oman,Asia,18-24,Spouse,1,1,Visiting Friends and Relatives,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,0,13,Yes,Lower Cost
tour_idkdbusqn8,France,Europe,45-64,Spouse and Children,4,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,9,3,Yes,Higher Cost
tour_idxz6nhnbj,Zimbabwe,Africa,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idkmdxnhlv,Switzerland,Europe,25-44,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,No,1,12,Yes,Low Cost
tour_id1bheqqdp,Australia,Australia,18-24,Alone,0,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,7,3,Yes,Normal Cost
tour_idh59eindz,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,10,Yes,Normal Cost
tour_iddotlpvba,Italy,Europe,45-64,Alone,0,1,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,2,Yes,Lower Cost
tour_idewj7c45u,United States of America,North America,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,4,Yes,Lower Cost
tour_idtw44qzgn,Germany,Europe,25-44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,10,10,Yes,Normal Cost
tour_id8bc7zn7z,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,Higher Cost
tour_idv10mijia,Russia,Asia,25-44,Friends/Relatives,1,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,No,Yes,4,0,Yes,High Cost
tour_idjzpaj2hw,United Kingdom,Europe,25-44,Friends/Relatives,3,2,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,0,6,Yes,Normal Cost
tour_idijiin4ma,Switzerland,Europe,65+,Friends/Relatives,1,3,Leisure and Holidays,Diving and Sport Fishing,Trade fair,Independent Tour,No,No,No,No,No,No,No,20,0,Yes,Highest Cost
tour_idpxipxcsb,Kenya,Africa,25-44,Spouse,1,1,Visiting Friends and Relatives,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,5,Yes,High Cost
tour_idsm9ancad,New Zealand,Australia,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_idywagwnjg,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,No,No,7,4,Yes,High Cost
tour_idk0myi20r,United States of America,North America,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,15,3,Yes,High Cost
